carat,cut,color,clarity,depth,table,weight,size,price
1.5,Good,H,SI1,61,59,7.31,7.39,9394
1.21,Ideal,F,VS2,61.3,56,6.86,6.91,9397
1.26,Ideal,G,VS2,60.8,55,7.02,7.04,9399
1.8,Ideal,H,SI1,62.2,57,7.79,7.71,9399
1.34,Ideal,G,VS2,61.9,56,7.1,7.05,9401
1.19,Ideal,G,VVS2,60.9,53,6.88,6.92,9403
1.56,Ideal,J,VS1,61.9,55,7.44,7.46,9404
1.52,Ideal,E,SI2,60.1,57,7.49,7.53,9405
1.24,Good,G,VS1,60.2,63,6.96,6.99,9405
1.2,Ideal,G,VVS2,62.2,55,6.77,6.81,9407
1.6,Ideal,I,SI1,62.4,53.5,7.45,7.5,9407
1.57,Very Good,H,VS2,63.4,56,7.46,7.4,9407
1.32,Ideal,G,VS2,61.1,57,7.07,7.13,9408
1.5,Ideal,I,VS2,62.6,55,7.39,7.31,9408
1.5,Premium,F,SI2,60.8,59,7.36,7.3,9408
1.24,Premium,F,VS2,62.2,58,6.89,6.84,9411
1.01,Premium,F,VVS1,62.8,58,6.39,6.35,9412
1.03,Ideal,F,VVS2,62,56,6.48,6.45,9413
1.7,Ideal,J,VS2,62.5,57,7.6,7.63,9414
1.51,Very Good,I,VVS2,61.9,56,7.35,7.38,9416
1.57,Ideal,H,SI1,61.8,55,7.47,7.51,9416
1.51,Very Good,F,SI1,63.2,57,7.34,7.23,9417
1.21,Premium,F,VS2,62.2,60,6.75,6.72,9419
1.16,Ideal,G,VVS2,62.2,56,6.74,6.7,9419
1.53,Premium,J,IF,61.1,58,7.41,7.45,9424
1.53,Premium,F,SI2,62.7,60,7.28,7.34,9424
1.2,Ideal,D,VS2,61.4,55,6.78,6.87,9424
1.65,Ideal,G,VS2,62.2,55,7.6,7.57,9425
1.7,Ideal,H,SI1,62.2,53,7.67,7.6,9425
1.55,Very Good,G,SI1,59.8,59,7.45,7.47,9428
1.77,Premium,J,VS2,59.6,58,7.94,7.86,9428
1.27,Ideal,G,VS1,59.6,57,7.09,7.06,9431
1.16,Ideal,F,VS2,61.3,57,6.76,6.79,9432
1.16,Ideal,F,VS2,61.4,56,6.83,6.78,9432
1.06,Very Good,F,IF,60.6,56,6.62,6.69,9433
2.03,Premium,J,SI2,60.4,59,8.15,8.12,9435
2,Very Good,I,SI2,63.1,56,7.98,7.84,9435
1.61,Ideal,I,SI1,62.7,55,7.48,7.54,9439
1.12,Premium,G,IF,61.2,58,6.67,6.7,9440
1.2,Premium,F,VS2,60.2,60,6.91,6.82,9442
1.51,Ideal,I,VS2,60.6,56,7.44,7.47,9442
1.57,Very Good,I,VS2,60.2,58,7.51,7.57,9443
1.7,Ideal,H,SI2,61.2,56,7.71,7.64,9444
1.6,Ideal,H,SI2,62.1,56,7.51,7.43,9444
1.42,Premium,E,SI1,61.1,62,7.2,7.17,9447
1.13,Ideal,D,VS1,61.4,55,6.72,6.74,9448
1.52,Ideal,H,SI1,61.3,57,7.38,7.32,9448
1.21,Premium,F,VS1,60.1,58,6.98,6.89,9448
1.21,Ideal,E,VS2,60.3,60,6.92,6.88,9449
1.5,Premium,E,SI2,61,58,7.35,7.3,9450
1.5,Premium,E,SI2,60.1,60,7.42,7.35,9450
1.5,Very Good,E,SI2,63.5,59,7.28,7.25,9450
1.43,Very Good,D,SI1,63.5,56,7.24,7.09,9450
1.01,Very Good,D,VVS2,63.6,59,6.25,6.32,9451
1.01,Good,F,IF,62.7,59,6.3,6.42,9451
1.51,Fair,H,VS2,65,64,7.1,7.03,9452
1.54,Ideal,H,SI2,60.9,56.4,7.43,7.45,9452
1.15,Ideal,G,VVS2,61.8,56,6.72,6.75,9457
1.58,Ideal,I,SI1,62.3,55,7.42,7.49,9457
1.57,Ideal,I,SI1,62.4,53.6,7.42,7.47,9460
1.12,Ideal,F,VVS2,61.4,57,6.66,6.69,9461
1.35,Ideal,H,VS2,60.8,56,7.13,7.17,9462
1.01,Ideal,F,VVS2,63,57,6.36,6.4,9463
1.51,Very Good,H,SI1,58.5,59,7.48,7.6,9464
1.04,Ideal,G,VVS2,61.7,56,6.5,6.54,9465
1.04,Ideal,G,VVS2,61.5,57,6.51,6.54,9465
1.52,Ideal,I,VS2,62.1,59,7.3,7.35,9465
1.51,Very Good,I,VS1,61.8,63,7.28,7.34,9467
1.51,Premium,I,VS1,62.3,60,7.28,7.32,9467
1.61,Good,G,VS2,63.8,58,7.43,7.36,9467
1.53,Ideal,G,SI2,62.3,56,7.39,7.34,9468
1.5,Premium,I,VS2,61.1,60,7.33,7.36,9471
1.51,Ideal,I,VS2,59.9,56,7.49,7.42,9471
1.51,Good,I,VVS1,64,60,7.26,7.21,9471
1.23,Premium,F,VS1,60.8,58,6.94,6.9,9471
1.51,Very Good,F,SI2,63.4,57,7.29,7.25,9471
1.51,Ideal,F,SI2,62.6,55,7.39,7.35,9471
1.35,Premium,G,VS2,62.8,59,7.04,7.01,9471
1.51,Ideal,I,VS2,62.9,53,7.37,7.33,9471
1.51,Premium,I,VS2,60.9,60,7.46,7.33,9471
1.51,Premium,F,SI2,59.9,58,7.53,7.46,9471
1.01,Very Good,F,VVS1,62.8,59,6.37,6.43,9474
1.51,Very Good,E,SI1,61.8,57,7.36,7.43,9474
1.51,Very Good,E,SI1,62.9,62,7.21,7.31,9474
1.59,Premium,I,VS2,59.9,60,7.61,7.57,9474
2,Very Good,G,SI2,63.5,57,7.91,7.86,9475
1.22,Very Good,E,VS2,60.8,59,6.87,6.91,9475
1.2,Premium,G,VVS2,59.7,60,7,6.91,9475
1.53,Premium,G,SI1,58.4,59,7.62,7.55,9476
1.24,Ideal,F,VS2,62,57,6.83,6.89,9478
1.57,Premium,I,VS2,62.2,59,7.44,7.42,9478
1.5,Premium,I,VS2,62.3,60,7.25,7.19,9479
1.01,Ideal,E,VVS2,60,55,6.6,6.56,9479
2.04,Very Good,J,SI2,63.4,55,8.07,8.04,9482
1.52,Ideal,I,VS1,61.4,57,7.42,7.38,9483
1.01,Ideal,E,VVS2,62,56,6.43,6.35,9483
1.05,Ideal,F,VVS2,61.6,56,6.55,6.53,9483
1.21,Very Good,G,VVS2,60.4,56,6.88,6.92,9484
1.1,Premium,F,VS2,60.5,57,6.7,6.69,9486
1,Very Good,D,VVS2,61.3,58,6.37,6.42,9487
1.27,Ideal,G,VS2,61.9,57,6.9,6.93,9489
1.23,Premium,F,VS1,61.3,60,6.94,6.9,9489
1,Very Good,F,VVS1,61.7,57,6.39,6.41,9492
1.73,Premium,F,SI2,62.4,60,7.6,7.55,9494
1.56,Very Good,I,SI1,61.3,57,7.48,7.54,9494
1.59,Ideal,J,VS1,61.3,57,7.5,7.55,9494
1.73,Premium,F,SI2,61.5,60,7.75,7.66,9494
1.22,Very Good,E,VS2,59.5,60,6.91,7,9495
1.02,Very Good,E,VVS1,62.6,56,6.35,6.5,9498
1.51,Premium,I,VVS2,62.1,58,7.32,7.29,9498
1.28,Ideal,G,VS1,62,57,6.97,6.96,9498
1.02,Ideal,D,VS2,61.5,56,6.46,6.49,9502
1.01,Ideal,E,VS1,61.5,56,6.45,6.49,9503
1.63,Very Good,H,SI2,58.2,62,7.77,7.72,9504
1.28,Premium,G,VS1,60.9,58,7.09,7.01,9505
0.33,Ideal,E,VS1,60,57,4.47,4.5,625
0.33,Good,D,VS2,63.5,56,4.36,4.4,625
0.33,Good,D,VS2,63.6,56,4.38,4.42,625
0.3,Very Good,H,VVS1,62.3,56,4.26,4.31,626
0.3,Ideal,H,VS2,61.4,56,4.33,4.36,626
0.42,Ideal,F,SI2,61.7,54,4.85,4.87,626
0.38,Ideal,I,SI1,61.6,57,4.62,4.66,626
0.36,Ideal,D,SI1,62.2,53,4.57,4.59,626
0.36,Ideal,D,SI1,62,54,4.58,4.61,626
0.42,Premium,I,SI1,62.6,58,4.76,4.8,626
0.34,Ideal,D,SI1,62,56,4.47,4.5,626
0.34,Ideal,D,SI1,61.2,57,4.48,4.51,626
0.34,Very Good,D,SI1,62,59,4.42,4.48,626
0.34,Premium,D,SI1,62.7,59,4.42,4.45,626
0.34,Very Good,D,SI1,59.8,61,4.5,4.53,626
0.34,Very Good,D,SI1,60.2,60,4.5,4.54,626
0.31,Ideal,D,VS2,62.1,54,4.36,4.4,626
0.31,Ideal,E,VS1,60.2,56,4.39,4.44,626
0.34,Very Good,D,SI1,59.6,61,4.5,4.53,626
0.34,Ideal,D,SI1,60.4,57,4.51,4.53,626
0.34,Very Good,D,SI1,62.8,58,4.44,4.48,626
0.34,Ideal,D,SI1,60.1,57,4.52,4.56,626
0.34,Very Good,D,SI1,62.8,55,4.45,4.5,626
0.34,Ideal,D,SI1,61.5,53,4.51,4.53,626
0.34,Premium,D,SI1,61.2,58,4.47,4.49,626
0.42,Very Good,I,SI1,61.2,60,4.78,4.82,626
0.34,Very Good,I,VVS1,61.9,58,4.43,4.52,626
0.34,Ideal,D,SI1,62.3,57,4.44,4.48,626
0.34,Very Good,D,SI1,59.6,59,4.55,4.57,626
0.34,Ideal,D,SI1,62.7,56,4.45,4.48,626
1.04,Premium,F,VVS2,61.6,59,6.53,6.49,9505
1.11,Ideal,G,VVS2,61.6,57,6.7,6.74,9507
1.73,Very Good,J,VS2,60.9,59,7.72,7.76,9510
1.51,Premium,H,SI1,62,58,7.38,7.34,9511
1.51,Very Good,I,VS1,63.1,53,7.34,7.25,9513
1.24,Premium,F,VS2,62.4,60,6.83,6.8,9513
1.51,Very Good,E,SI2,63.4,59,7.26,7.19,9513
1.51,Very Good,E,SI2,63.1,58,7.31,7.28,9513
1.51,Premium,E,SI2,61.1,60,7.37,7.27,9513
1.51,Ideal,E,SI2,62.9,57,7.29,7.23,9513
1.51,Premium,I,VS1,63,59,7.3,7.28,9513
1.5,Very Good,G,SI1,62.2,58,7.21,7.28,9515
1.14,Ideal,E,VS2,62.4,55,6.71,6.64,9516
1.57,Ideal,J,VVS2,61.4,57,7.5,7.45,9516
1.18,Premium,G,VS2,61.5,58,6.87,6.79,9516
1.5,Very Good,I,VS1,62.7,59,7.19,7.26,9519
1.39,Ideal,D,SI1,61.9,52,7.24,7.25,9519
1.02,Ideal,F,VVS2,61.1,56.3,6.48,6.52,9521
1.61,Ideal,G,VS2,62.2,56,7.57,7.5,9521
1.5,Very Good,H,SI1,61.6,57,7.26,7.35,9523
1.19,Ideal,G,VVS2,60.8,59,6.84,6.81,9524
1.13,Premium,G,IF,61.2,59,6.71,6.78,9525
1.23,Ideal,G,VVS2,61,55,6.93,6.95,9525
1.62,Premium,E,SI2,61.8,59,7.55,7.52,9526
1.16,Ideal,G,VVS1,62,57,6.72,6.74,9526
1.62,Premium,E,SI2,60.8,59,7.62,7.57,9526
1.62,Good,I,VS1,59.6,65,7.69,7.59,9526
1.75,Premium,H,VS2,61.5,58,7.75,7.69,9526
1.52,Premium,H,SI1,62.1,59,7.29,7.36,9527
1.52,Premium,H,SI1,61,58,7.39,7.44,9527
1.2,Very Good,E,VS2,60.6,56,6.85,6.87,9529
1.55,Ideal,G,SI2,60.7,55,7.54,7.51,9530
1.52,Ideal,G,SI1,60.7,57,7.38,7.41,9530
1.54,Ideal,G,SI2,61.7,56,7.44,7.41,9530
1.07,Ideal,G,IF,61.5,57,6.59,6.54,9532
1.5,Very Good,I,VS2,63.3,55,7.3,7.26,9533
1.5,Ideal,I,VS1,62.8,57,7.24,7.28,9533
1.5,Ideal,I,VS1,60.5,56,7.38,7.46,9533
1.52,Ideal,F,SI2,62.5,57,7.36,7.32,9533
1.18,Premium,G,VVS2,59.7,58,6.94,6.9,9537
1.13,Very Good,F,VVS2,59.6,59,6.82,6.87,9539
1.51,Good,E,SI1,65.5,56,7.12,7.16,9539
1.76,Ideal,I,SI2,61.2,55,7.76,7.79,9540
1.9,Very Good,J,SI1,59.2,58,8.1,8.21,9540
1.3,Ideal,G,VS2,62.3,55,7,6.93,9540
1.52,Ideal,J,VVS2,62.6,58,7.32,7.34,9541
1.21,Premium,E,VS1,60.8,59,6.86,6.82,9541
1.21,Premium,G,VVS2,59.6,60,6.91,6.89,9541
1.21,Premium,G,VVS2,58.5,58,7.06,6.95,9541
1.42,Good,F,VS2,63.7,57,7.08,6.99,9542
1.08,Ideal,D,VS1,61.1,56,6.59,6.63,9545
1.23,Ideal,F,VS2,61.7,57,6.94,6.9,9547
1.06,Ideal,F,VVS2,61.3,57,6.56,6.59,9547
1.27,Ideal,F,VS2,61,59,6.96,6.98,9547
1.6,Ideal,H,SI1,62.7,56,7.51,7.39,9548
1.5,Very Good,E,SI2,62.1,59,7.26,7.33,9548
1.28,Ideal,D,SI1,61.5,55,7.01,7.05,9548
1.11,Premium,F,VVS2,59.2,59,6.82,6.79,9548
2,Fair,H,SI2,68.7,55,7.9,7.67,9549
1.02,Premium,F,VVS1,62.6,59,6.41,6.36,9550
1.72,Premium,H,SI1,62.2,59,7.62,7.55,9551
1.72,Premium,H,SI1,62,57,7.67,7.63,9551
1.49,Very Good,H,VS2,62.7,60,7.24,7.31,9552
1.52,Very Good,F,SI2,62.1,58,7.26,7.34,9552
1.04,Ideal,E,VVS2,62,58,6.54,6.46,9552
1.05,Ideal,G,VVS2,61.4,56,6.54,6.59,9555
1.57,Ideal,I,SI1,61.7,56,7.45,7.48,9555
1.51,Fair,D,SI2,64.7,57,7.17,7.24,9555
1.53,Premium,J,VVS1,61.6,59,7.39,7.35,9555
1.63,Good,I,SI1,63.7,58,7.4,7.48,9556
1.63,Very Good,G,SI2,62.5,57,7.54,7.57,9556
1.55,Very Good,E,SI2,59.5,56,7.56,7.59,9557
1.52,Premium,I,VS1,61.1,58,7.44,7.38,9557
1.52,Premium,D,SI2,60.6,62,7.42,7.37,9561
1.54,Ideal,H,SI1,61.1,56,7.45,7.42,9562
1.53,Ideal,H,SI2,61.2,56,7.46,7.43,9562
1.55,Ideal,D,SI1,61.7,57,7.47,7.43,9565
1.22,Ideal,F,VS2,60.7,57,6.89,6.94,9568
1.24,Ideal,F,VS2,61.6,54,6.95,6.91,9569
1.51,Ideal,H,SI1,62.4,57,7.3,7.34,9569
1.51,Good,I,VS1,62,56,7.23,7.29,9569
1.2,Ideal,G,VVS1,61.2,56,6.89,6.86,9570
1.32,Ideal,H,VVS2,62,54,7.05,7.06,9571
1.53,Premium,G,SI1,61.7,59,7.31,7.4,9572
1.32,Ideal,H,VVS1,62.1,55,6.98,7.03,9572
1.5,Very Good,H,SI1,58.8,63,7.42,7.38,9573
1.23,Premium,G,VS1,59.8,57,6.99,6.96,9574
1.2,Very Good,F,VS1,58.7,59,6.89,7.07,9574
1.52,Ideal,E,SI2,60.1,57,7.53,7.49,9576
1.52,Premium,E,SI2,62.9,59,7.31,7.26,9576
1.52,Very Good,I,VS1,62.2,63,7.26,7.23,9576
1.5,Premium,H,SI1,59.2,62,7.55,7.49,9576
1.32,Ideal,G,VS2,61.1,57,7.13,7.07,9580
1.35,Premium,G,VS2,61.1,58,7.16,7.12,9580
1.76,Premium,E,SI2,62.1,58,7.7,7.62,9580
1.22,Ideal,F,VS1,62.6,55,6.82,6.86,9581
1.22,Ideal,F,VS1,61.5,56,6.84,6.89,9581
1.22,Premium,D,VS2,62,60,6.74,6.79,9581
1.51,Good,I,VS1,63.6,57,7.14,7.21,9581
1.7,Very Good,J,VS2,62.9,58,7.55,7.59,9586
1.5,Ideal,I,VS2,62.6,57,7.26,7.31,9586
1.25,Ideal,F,VS1,62,55,6.91,6.95,9586
1.2,Very Good,F,VS1,62.9,57,6.73,6.78,9586
1.19,Ideal,G,VVS2,60.7,57,6.8,6.85,9587
1.25,Ideal,G,VS2,60.9,57,6.96,6.99,9590
1.52,Very Good,J,VVS1,63.6,56,7.26,7.33,9593
1.2,Ideal,D,VS2,61.4,55,6.87,6.78,9596
1.02,Very Good,G,VVS2,62.7,58,6.36,6.4,9596
1.53,Ideal,I,VS2,62.2,57,7.39,7.33,9596
1.53,Ideal,G,SI2,62.5,57,7.39,7.32,9596
1.53,Premium,J,IF,61.1,58,7.45,7.41,9596
1.53,Premium,F,SI2,62.7,60,7.34,7.28,9596
1.7,Premium,E,SI2,59.8,59,7.76,7.66,9596
1.2,Ideal,F,VS1,60.7,57,6.89,6.85,9596
1.02,Ideal,F,VVS2,62.3,58,6.42,6.45,9598
1.03,Ideal,F,VVS1,62.6,57,6.49,6.38,9598
1.54,Ideal,I,VS2,60.2,59,7.52,7.57,9600
1.55,Premium,G,SI1,59.8,59,7.47,7.45,9600
1.62,Ideal,I,VS2,62.4,57,7.45,7.51,9604
1.2,Ideal,H,VVS1,60.2,57,6.87,6.94,9604
1.73,Premium,H,SI1,61.8,59,7.71,7.66,9607
1.2,Very Good,G,VVS1,62.8,56,6.73,6.75,9609
1.56,Good,I,VS2,57.2,62,7.66,7.72,9609
2,Fair,I,SI2,65,57,8.01,7.96,9610
1.5,Very Good,I,VS2,62.2,59,7.34,7.3,9611
1.61,Ideal,I,SI1,62.7,55,7.54,7.48,9611
1.12,Premium,G,IF,61.2,58,6.7,6.67,9612
1.5,Very Good,I,VVS2,64,54,7.19,7.27,9618
1.5,Ideal,I,VS1,62,53,7.4,7.35,9618
1.71,Ideal,H,VS2,61.9,57,7.67,7.61,9618
1.5,Good,H,VS2,64,58,7.14,7.17,9620
1.37,Ideal,H,VVS2,61.3,56,7.13,7.2,9621
1.05,Ideal,E,VS2,61.7,55,6.54,6.55,9624
1.54,Ideal,H,SI2,60.9,56,7.45,7.43,9624
1.11,Ideal,E,VS2,61,57,6.65,6.7,9625
1.2,Ideal,G,VS1,62,55,6.81,6.87,9625
1.2,Ideal,G,VS1,61.9,58,6.76,6.8,9625
1.06,Ideal,D,VS1,62,57,6.49,6.54,9625
1.67,Premium,H,SI2,61.6,57,7.66,7.61,9625
1.51,Very Good,D,SI2,59.7,58,7.43,7.48,9627
1.01,Premium,F,IF,62.3,57,6.5,6.35,9627
1.17,Ideal,G,VVS2,61.6,56,6.77,6.83,9630
1.64,Very Good,H,SI2,60.7,59,7.61,7.65,9632
1.22,Ideal,F,VS1,62.2,57,6.85,6.81,9633
1.12,Ideal,F,VVS2,61.4,57,6.69,6.66,9634
0.91,Ideal,E,VVS1,61.7,56,6.18,6.23,9636
1.51,Very Good,I,VS1,61.8,63,7.34,7.28,9640
1.51,Premium,I,VS1,60,58,7.51,7.45,9640
1.1,Ideal,F,VVS2,61.2,56,6.65,6.68,9641
1.2,Ideal,F,VS1,62,55,6.81,6.83,9641
1.01,Very Good,E,VVS2,63.4,56,6.32,6.37,9642
1.52,Very Good,H,SI1,60.9,59,7.43,7.49,9642
1.5,Premium,G,SI1,61.2,58,7.34,7.44,9645
1.5,Very Good,G,SI1,61.5,59,7.31,7.39,9645
1.06,Ideal,G,VVS2,61.4,56,6.56,6.62,9645
1.02,Ideal,F,VVS1,62.4,56,6.44,6.42,9645
1.51,Premium,E,SI1,62.9,62,7.31,7.21,9647
1.18,Premium,F,VS1,60.7,55,6.87,6.8,9648
1.09,Ideal,D,VS1,62.3,56,6.63,6.59,9650
2.03,Good,I,SI2,63.8,63,7.89,7.84,9651
1.44,Premium,F,SI1,62.9,58,7.2,7.14,9653
1.21,Very Good,F,VS1,61.1,61,6.79,6.87,9656
2.01,Premium,I,SI2,62.5,60,8.04,7.95,9658
2.01,Premium,I,SI2,62.1,60,8.1,8.03,9658
2.01,Premium,I,SI2,63,59,8.04,7.97,9658
1.76,Premium,I,VS2,62.4,58,7.7,7.65,9659
1.76,Ideal,F,SI2,62.6,55,7.69,7.64,9659
1.54,Premium,I,VS2,59.8,59,7.61,7.53,9659
1,Good,F,IF,60.7,64,6.42,6.4,9660
1.23,Ideal,F,VS1,62.5,54,6.82,6.85,9660
1,Premium,D,VVS2,61.3,58,6.42,6.37,9660
1.5,Very Good,H,SI1,60.7,63,7.3,7.27,9660
1.75,Ideal,J,VS2,62.1,57,7.71,7.66,9663
1.51,Very Good,G,SI1,63.4,58,7.19,7.3,9664
1.52,Very Good,I,SI1,62,58,7.34,7.4,9664
1.77,Premium,G,SI2,62.7,59,7.67,7.66,9664
2.68,Very Good,I,I1,63.5,56,8.81,8.77,9665
1.01,Very Good,F,VVS1,62.8,60,6.4,6.34,9667
1.09,Ideal,F,VVS2,62.5,55,6.52,6.6,9668
1.1,Ideal,F,VS1,61.5,56,6.63,6.66,9669
1.51,Good,D,SI1,64.1,62,7.21,7.15,9674
1.2,Premium,G,VS2,62.5,58,6.74,6.67,9677
1.44,Good,G,VS1,63.6,58,7.01,6.96,9677
1.51,Fair,H,VS2,57.4,61,7.49,7.63,9678
1.06,Very Good,E,VVS2,63.4,55,6.46,6.51,9680
1.07,Very Good,D,VS1,59.9,55,6.69,6.71,9681
1.6,Ideal,J,VS2,62.1,56,7.47,7.51,9681
1.51,Good,H,SI1,61.8,62,7.25,7.29,9681
1.51,Premium,I,VS2,60.5,59,7.44,7.41,9682
1.7,Fair,H,SI2,64.5,55,7.58,7.52,9682
1.33,Premium,G,VS2,58.6,61,7.21,7.17,9682
1.33,Premium,G,VS2,62.3,59,7.02,6.97,9682
1.62,Very Good,I,VS2,62,60,7.5,7.57,9683
1.7,Very Good,J,VS1,63.6,58,7.52,7.54,9683
1.45,Very Good,I,IF,60.6,61,7.32,7.41,9683
1.57,Ideal,J,VS1,62.1,54,7.46,7.49,9683
1.03,Ideal,G,VVS1,61.5,57,6.47,6.52,9691
1.65,Premium,F,SI2,60.5,61,7.7,7.65,9693
1.23,Very Good,F,VS1,59.1,58,7.06,7.09,9694
1.51,Very Good,H,SI1,62.1,59,7.28,7.33,9694
1.12,Ideal,D,VS1,61.1,57,6.68,6.75,9694
1.51,Ideal,H,SI1,62.7,56,7.32,7.38,9694
1.63,Ideal,I,SI1,61.3,56,7.64,7.56,9694
1.5,Premium,H,SI1,58.8,59,7.53,7.47,9697
1.5,Premium,H,SI1,62.4,58,7.33,7.28,9697
1.57,Very Good,D,SI2,62.9,61,7.37,7.41,9698
1.13,Premium,G,IF,61.2,59,6.78,6.71,9698
1.23,Ideal,G,VVS2,61,55,6.95,6.93,9698
1.33,Premium,G,VS1,62.7,58,6.96,7.01,9699
1.52,Premium,H,SI1,61,58,7.44,7.39,9700
1.52,Ideal,H,SI1,61.8,57,7.43,7.32,9700
1.5,Good,I,VS1,57.2,62,7.64,7.61,9702
1.5,Good,I,VS1,57.2,62,7.64,7.61,9702
1.25,Premium,F,VS2,60.8,58,6.98,6.93,9702
1.07,Ideal,G,VVS1,61.4,55,6.59,6.66,9703
1.52,Ideal,G,SI1,60.7,57,7.41,7.38,9704
1.77,Premium,J,SI1,61.3,59,7.83,7.71,9704
1.51,Very Good,I,VS1,60.5,60,7.42,7.46,9704
1.55,Ideal,G,SI2,60.7,55,7.54,7.51,9704
1.52,Premium,H,VS2,60.6,61,7.46,7.42,9704
1.52,Fair,D,SI1,64.6,64,7.18,7.16,9704
1.04,Very Good,E,VVS2,62.8,58,6.42,6.45,9705
1.59,Premium,E,SI1,58.8,59,7.69,7.61,9705
1.22,Very Good,G,VVS2,59.3,58,6.97,6.99,9706
1.5,Very Good,H,VS2,62,55,7.26,7.37,9706
1.71,Very Good,J,VS1,61.2,59,7.65,7.72,9707
1.59,Premium,G,SI1,62.2,58,7.51,7.45,9707
1.18,Ideal,E,VS1,62.4,54,6.74,6.79,9709
1.51,Premium,G,SI1,60.3,59,7.39,7.44,9710
1.12,Ideal,E,VS2,61.9,56,6.65,6.68,9710
1.01,Premium,E,VVS2,61.8,59,6.42,6.39,9711
1.01,Premium,E,VVS2,62.4,58,6.42,6.36,9711
1.06,Ideal,E,VVS2,61,57,6.63,6.54,9712
1.76,Ideal,I,SI2,61.2,55,7.79,7.76,9714
1.32,Ideal,G,VS1,61.4,54,7.09,7.13,9715
2.43,Premium,G,I1,61.7,60,8.54,8.49,9716
1.53,Premium,F,SI2,62.6,57,7.37,7.33,9716
1.5,Good,D,SI1,63.4,63,7.19,7.23,9718
1.26,Premium,D,VS2,62.5,59,6.91,6.85,9720
1,Premium,F,VVS1,61,60,6.39,6.43,9724
2.01,Ideal,J,SI1,62.8,58,8.02,7.97,9725
2.04,Premium,G,I1,62.4,58,8.08,8.17,9727
1.51,Very Good,E,SI2,58.8,58,7.53,7.61,9727
2.02,Premium,J,SI2,59.7,56,8.18,8.13,9728
1.02,Very Good,F,VVS2,63.7,59,6.34,6.38,9728
1.35,Very Good,G,VS1,60.1,56,7.16,7.21,9729
1.63,Premium,I,SI1,61.7,58,7.54,7.51,9730
1.63,Premium,G,SI2,62.5,57,7.57,7.54,9730
1.5,Ideal,I,VS2,62.4,54.1,7.3,7.35,9730
1.63,Good,I,SI1,63.7,58,7.48,7.4,9730
1.51,Very Good,E,SI2,61.8,57,7.34,7.32,9731
1.11,Ideal,G,VVS2,61.8,56,6.66,6.69,9734
1.34,Very Good,H,VVS2,59.7,60,7.19,7.22,9735
1.01,Ideal,E,VVS2,62.7,56,6.42,6.46,9735
1.24,Premium,D,VS2,59.3,58,7.03,7.09,9738
1.24,Premium,F,VS1,60.1,59,6.99,7.02,9738
1.24,Very Good,G,VS1,60.2,58,6.96,7,9738
1,Very Good,D,VVS2,59.9,61,6.42,6.5,9740
1,Very Good,D,VVS2,63,59,6.35,6.38,9740
1.51,Good,G,VS2,63.7,57,7.21,7.18,9741
1.2,Ideal,G,VVS1,61.2,56,6.89,6.86,9744
1.5,Ideal,E,SI1,62.4,56,7.36,7.31,9744
1.7,Very Good,H,SI2,63.8,55,7.47,7.55,9745
1.53,Premium,G,SI1,61.7,59,7.4,7.31,9747
1.41,Ideal,H,VS1,60.7,56,7.31,7.22,9752
1.22,Premium,D,VS2,59.4,59,6.99,6.92,9756
1.22,Ideal,F,VS1,61.5,56,6.89,6.84,9756
1.22,Premium,D,VS2,62,60,6.79,6.74,9756
1.22,Ideal,F,VS1,62.6,55,6.86,6.82,9756
1.21,Premium,G,VVS2,62.5,55,6.84,6.8,9757
1.5,Very Good,I,VS1,60.4,59,7.35,7.42,9759
1.23,Ideal,F,VS2,61.9,57,6.86,6.9,9759
1.71,Premium,I,SI2,60.6,57,7.78,7.71,9760
1.5,Premium,I,VS1,60.8,61,7.39,7.35,9761
1.25,Ideal,F,VS1,62,55,6.95,6.91,9761
1.5,Ideal,I,VS2,62.6,57,7.31,7.26,9761
1.51,Premium,H,SI1,60.3,62,7.54,7.41,9762
1.55,Premium,H,SI1,60.7,58,7.5,7.46,9763
1.5,Good,H,SI1,64.3,60,7.14,7.23,9768
1.5,Premium,H,SI1,62.7,58,7.27,7.34,9768
1.96,Premium,H,SI2,60.4,62,7.96,7.9,9769
1.46,Very Good,F,SI1,62.8,59,7.13,7.18,9770
1.58,Good,H,SI1,63.1,58,7.33,7.38,9774
1.58,Good,I,VS1,58.6,62,7.59,7.66,9775
1.7,Premium,G,SI1,62.4,59,7.63,7.57,9777
1.21,Premium,G,VVS2,61.3,56,6.88,6.85,9779
1.52,Very Good,H,SI1,63.4,55,7.25,7.3,9780
2.01,Very Good,I,SI2,61.4,63,8.19,7.96,9781
1.52,Very Good,D,SI2,59.1,58,7.45,7.48,9781
1.16,Ideal,G,VVS1,61.9,55,6.75,6.78,9781
1.5,Very Good,D,SI2,63.1,56,7.17,7.28,9783
1.2,Ideal,G,VVS1,62.8,56,6.75,6.73,9784
1.56,Good,F,SI2,57.5,58,7.82,7.67,9784
1.6,Premium,I,VS2,60.2,58,7.63,7.56,9784
1.56,Good,I,VS2,57.2,62,7.72,7.66,9784
1.05,Ideal,F,VVS1,62.7,57,6.5,6.41,9784
1.2,Ideal,G,VVS2,62.5,54.4,6.75,6.82,9785
1.09,Ideal,F,VS1,61.6,55,6.62,6.67,9786
1.56,Ideal,I,SI1,62.5,54,7.45,7.37,9788
